sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_50	sample_51	sample_52	sample_53	sample_54	sample_55	sample_56	sample_57	sample_58	sample_59	sample_60	sample_61	sample_62	sample_63	protein_ID
9611948	10134957	7695066	22120813	8754504	4759077	10061743	4478645	10036174	11229999	6551478	17639905	21195165	8769498	7053382	4796372	7051253	4920003	7186318	6274987	10550872	7470320	6799985	4790377	26267170	9556751	6932429	5230918	14009938	6867325	12282943	9357348	11690945	12962921	10933173	4353401	7292585	6260485	6944491	7247601	4431807	9839740	12175971	5672096	12813142	5422325	5902222	7779076	6810840	8463716	10847868	6429801	2914817	5695449	14852802	3840799	10458101	4996199	6041333	9870675	6433875	5217655	13428857	4754335	protein_49
54512	619576	498815	211808	25361	392297	27702	20283	125536	349821	126088	184914	191457	155816	128385	285502	34575	417997	728513	717907	233905	405957	386841	455617	364421	46775	553657	51706	1013307	227228	24445	54557	869578	81938	160825	136073	0	247697	792382	0	429440	183606	159248	653278	53114	451338	81238	510828	377581	90718	96306	810698	0	229389	79342	257221	82702	201752	741803	166345	300012	348123	1113249	162187	protein_50
298646	199542	255239	353833	190594	123434	428607	19495	125786	33611	232346	276037	339819	122546	240935	135538	184554	140829	127224	674532	182020	217571	201685	157548	444166	175539	254887	92396	238484	10699	517326	178069	210421	244049	119114	382027	248004	219718	931462	251448	109892	184663	101378	149560	224641	108218	206524	264666	281439	180157	159112	816105	117782	413286	648298	195799	140028	23323	207894	130723	18207	261559	266622	495524	protein_51
1141236	4361153	5584944	3424200	4273025	2122795	1304626	725462	3253879	2394168	6344898	3134833	3690551	1995957	4979673	1731093	4185541	2198751	2668288	4535246	2400245	5940329	5042863	2169419	4366079	2207544	6368149	1130020	4895047	2699723	1644369	2195101	4160024	9078176	1606655	610072	5198512	1962056	5318733	4315185	1159524	3687743	1802762	2555731	6880379	1258673	1427531	6158196	2246380	1650091	2843912	4110646	3854199	772449	2057090	2074208	3234033	1349928	3204201	1662486	4236259	1588094	5801045	804946	protein_52
29676018	113680124	23189941	48014926	44672154	23594857	57733880	28017972	68470969	79017006	88098973	26202010	29828943	122759967	95938887	25616024	31817912	25809914	48158858	26670091	49001982	21993012	16963003	18037233	69517029	61377918	20981119	33398981	80114105	50994032	71713984	86674964	74108064	251599964	43262834	14083915	154199949	37098754	27019043	107529979	22206996	69283883	98181964	14407008	76573792	10042031	30970856	16104916	25343010	70454058	65732984	23745952	62466065	7145222	98856954	10797005	59425040	7152022	33885988	87119987	70431053	31809169	72184024	9255049	protein_53
2167496	2415458	2030389	2874539	1677372	1422572	3131908	1262038	1598757	1878072	1027901	1754674	3792644	1580378	1495130	920843	1878947	1279929	1597178	1312228	2019963	2433029	2087729	1533602	3287029	1230973	2329126	1355761	3090611	1505976	3561531	1368712	4576546	1789540	2856405	610570	1964103	1613061	1313192	2066937	611513	1871309	2767411	777229	1857070	866480	3499301	1482545	1823844	1158920	2097037	1328198	852033	962114	4011085	1473844	1520059	1019463	851148	2745181	1466808	1325915	4504312	791187	protein_54
6349855	11318944	3624803	5905562	5284634	2287974	8254674	3337443	5642512	6467084	5459492	5534358	6078674	7572227	5563633	2012919	5348686	2208032	7003617	3793413	9210387	3501117	2945717	2205189	7493815	7087472	3360688	3477971	13958190	4371465	9195077	6631823	11518040	6985664	10346006	1822030	4128276	5830878	4156734	3666209	2480688	8070257	7384766	2780081	5961700	2963213	3626824	3551209	6861001	6465767	6939293	3985520	2053927	2933126	11690861	5183479	7031682	4189621	2820688	9328451	4114429	5779371	14882888	2665658	protein_55
137907	241846	588852	760317	786932	290805	222241	560626	1118717	1493346	308638	1389251	3413867	364907	304116	246253	760296	296426	519423	680845	2284703	603093	567924	327455	1354861	252895	767091	818685	321858	872277	234169	238815	909697	337852	1208128	164092	917990	275403	849588	1018243	558918	1284580	655448	793360	293964	311214	72145	858662	246736	194734	1074473	795841	633536	248924	231422	246640	1285152	303809	602430	1076721	711881	219859	403019	284721	protein_56
819143	240015	69374	250732	136041	54394	923603	179235	256252	170599	140549	217860	264369	174173	137491	54131	134592	60494	149051	352800	250267	54611	60451	55934	307073	276070	66081	69708	296446	220187	1115590	347431	210181	374482	211982	0	246750	64052	347911	149892	43069	268813	195553	24714	256724	38381	117775	88109	71291	265153	269208	154787	139256	0	1417945	61878	280640	38250	20371	177488	131090	58493	399879	0	protein_57
15950	15452	0	13768	12059	0	13699	13160	29927	52806	16854	15152	21392	48976	22632	0	9335	0	10293	21714	20342	0	0	0	25708	3206	0	35983	24547	24884	19827	2686	12493	29913	36379	20333	4951	17736	35669	5043	0	37579	46174	0	22614	0	10922	0	18044	3527	32734	18566	1923	36715	33912	12884	31186	0	0	45654	51989	22580	14913	20019	protein_58
541514	1607207	587021	1171607	8323	441991	628086	41137	358357	397305	1411065	415295	936035	187646	1410863	255013	11065	333842	1176171	1080523	794893	495387	463682	421542	979548	1127820	442151	48830	1441855	334133	943529	1254586	1535028	495236	780451	262845	429191	0	1139767	516842	0	856482	457144	0	292615	0	642942	449120	0	1515719	625479	1209303	428592	545489	337035	0	582725	249385	0	727585	493043	0	1732616	526764	protein_59
1930682	1294416	1775273	2448293	773168	1101593	2214879	1597569	1416981	2387049	925725	2124153	2465143	2018371	1248068	960342	754793	1032875	996029	1965363	2158479	1760464	1489379	977556	3170537	2316696	1566419	1245392	2383851	1577406	2740288	2071585	1250014	1719987	2502158	813452	1882408	2146887	1744771	1655548	859730	1748636	2440085	951562	1574132	929980	828840	1725731	2338951	2267875	1979829	1668200	808848	1174830	3024772	1928054	1988093	1529499	1001895	2088580	1661705	1984304	2246515	1042722	protein_60
7892136	10134912	2438575	6645146	2100798	4027520	6694235	2573471	2227122	6061515	4941352	10475073	5666341	3655304	9308491	4224577	3968922	3591673	9314372	4248689	2821774	887516	1007027	3657093	11629124	3705001	1025127	3972161	12558890	2510649	9595622	2820453	7155744	2895666	4340839	2283051	3655217	3565977	2689375	3497760	1493655	2370648	3465288	2229866	2214318	1641448	3897124	1723351	4258505	6650830	1932053	2380455	3183870	3712993	12017986	3687437	2876363	1718583	3467735	3134290	4965229	3170152	10275934	2712394	protein_61
120958	99738	101558	56112	68811	159048	116344	20090	51591	0	50516	41161	51086	113255	40715	128140	56289	137553	45215	235716	58247	83387	65278	127775	54582	0	106393	26132	75038	0	112100	0	79501	46416	501289	72359	0	202436	190553	0	109448	57291	460734	130014	34159	111320	64531	125131	101101	0	58155	182537	0	154646	180820	86945	50293	437999	124185	435946	0	73031	104779	102489	protein_62
1456969	2382756	617670	1076265	601271	136235	1427104	164045	519299	232988	1095865	1028854	1193042	538417	896899	147491	604700	116213	1711363	317243	494861	523588	422436	158437	1448608	1235624	387798	436176	2278810	305207	1374996	1056088	2217596	1657524	559069	183395	405765	313388	489218	467895	569172	466558	586262	509823	1229832	642448	483637	621243	399063	1214786	463860	350969	177156	359453	1699434	322937	508267	179060	577948	464125	175491	410761	2401799	260326	protein_63
7536540	20549177	8426744	19225922	14877011	3217653	9900568	3439869	11243021	6771606	16659945	16783080	19517879	19707081	12637011	2817804	12923039	3527329	8961816	5532729	17418039	7942515	6377748	3294474	22901819	13026869	8909490	6389803	21560114	3312445	10627008	13167943	15115927	25445038	21493081	2271356	6586593	9225356	6446622	5867092	8295504	15633022	21101918	10041003	14154068	8708232	5123284	7562839	18745063	7910595	17340169	4990054	3693847	2497246	13120855	8580065	20524880	4476488	13477856	23381113	3242601	13154972	24360020	2826417	protein_64
8130762	10079083	7082352	8992484	6479222	8695588	9841360	7637894	14728058	11279122	10680107	8388493	15129052	12063045	11443865	5672871	9602074	7703052	19018909	7306239	17724054	8258302	7267169	8680354	8608712	17366074	6588456	5394610	12072001	8501310	11974006	16107146	28506874	11512992	16454048	7009432	11839223	8717296	6903108	12292087	4851926	15734039	13380820	6656374	9881588	6093655	10108003	7770804	8792689	14321931	16418993	6441641	7481911	10015061	15172927	9505092	15882230	7952975	6868259	13025117	8551210	7535480	14030972	7578711	protein_65
2622315	3000537	1011828	1915672	1206303	530171	2312191	1598882	1532131	1976814	1891094	2152189	2138082	1566761	2049726	643669	1922489	674590	2240237	1202923	1970209	1036559	976012	595977	2399441	1833833	1010254	1256889	3827599	1652630	2597811	1593338	2620681	2637227	2041942	639608	1131313	1816453	1430008	1043285	377188	2055077	1817369	407965	2471844	530933	620336	1299618	1918123	2065569	1844019	1239910	549544	1181102	3079795	1733694	1761302	1247994	433337	1620042	1373777	1264695	3874897	1000236	protein_66
51069	71225	67945	191536	74338	46226	86644	42674	179758	233275	83972	250745	665543	1113559	81846	31210	98164	48321	204254	23176	345057	89642	60386	60635	315761	99541	96393	69488	93003	96791	95727	121478	454899	37228	1017692	151852	81075	124026	22330	60576	21010	179557	1034938	40878	33361	21563	58967	128965	104801	90951	177793	28450	44480	140147	131735	131956	182119	13587	43001	712605	143840	129487	122062	189218	protein_67
261690	179015	72404	1286258	0	0	1038764	18633	83653	65571	0	481611	797651	0	0	0	0	0	149173	357573	130289	75208	73332	0	718334	407019	167427	206168	137229	25147	930738	497029	162825	77065	0	12713	4743	118672	138521	5612	174763	88907	0	445626	72117	121964	183871	143258	152563	207847	110198	354262	9202	16981	533871	299408	73172	54894	158040	0	70703	118352	347865	21594	protein_68
271190	340404	204562	187638	84393	214130	277460	13324	199437	282219	38037	160949	180437	72049	39831	175579	97346	222549	261469	571312	296368	91134	125860	198708	215369	123126	105843	39867	403622	134642	348464	115058	369079	83602	104171	2162	143663	349713	369006	181105	409670	209295	69128	6315	83337	11722	47760	517273	318544	85072	239017	398471	74728	3830	364086	332541	243328	1257797	1978	86126	214557	219086	475542	3506	protein_69
319847	393168	1024440	55883	584933	243856	432196	179245	667830	554570	1277127	73850	194887	1045558	1359755	290972	540836	328888	333532	1051303	1064089	1168292	843790	349886	95617	1457216	1092793	232302	420133	591889	493905	1540626	1733096	2240636	1353200	52817	537292	679801	994328	529136	405564	812276	1170269	477236	1866777	535360	770424	1184371	700870	1144054	787274	928425	410974	83402	541805	613051	687057	479236	561643	1166417	531284	673413	501582	69547	protein_70
498867	1062547	640523	941732	614416	338661	910245	542823	358682	932024	657817	633226	699490	321600	613668	249055	514113	305623	753623	380231	450938	606003	501677	343855	987458	678771	606824	96171	1061207	480615	1080197	765798	1038791	236731	662257	34051	622031	256491	423276	635436	294279	483197	485114	385976	236769	258389	371694	630963	326320	745828	450542	495196	459888	37317	1016955	338183	332034	620926	479772	639528	706710	303322	1589343	59207	protein_71
0	285849	66270	81274	742559	636566	0	193263	73067	609342	1229485	35128	129189	209196	539284	2005856	2407299	1018262	400089	9657	80854	172332	340444	375625	52713	404210	131565	251805	513142	1656458	0	314897	333558	231821	1256563	119479	291222	53884	60016	440828	71742	129147	447903	28266	664482	92294	365073	68743	75681	239927	59698	28179	78283	334553	0	24561	113453	250707	56504	398260	243224	44864	508695	152809	protein_72
1106946	928700	1560028	2160283	306167	935931	1367733	606776	1636133	2333951	777200	756468	1768240	387067	858225	535157	321200	746848	991502	574410	2073479	1341130	1339952	867529	2039031	1932450	1624370	718140	822891	1490544	1717343	2336631	1089820	104236	1342094	1743311	1611436	705521	456100	1876501	1637858	1418376	630981	2114710	160269	1204370	876130	1384981	793553	1490328	1691442	567783	855071	2264358	1328109	1106868	1359858	1546456	2078541	960063	1996172	901980	1184924	2308866	protein_73
11228	26906	0	18734	15669	0	15398	0	27182	0	0	11251	13611	17028	0	0	20068	0	16822	7995	37558	0	0	0	18189	5000	0	15772	42841	0	14264	7287	29225	18067	27411	0	0	13363	2305	0	0	41351	24171	0	15835	0	31682	0	18911	4032	33078	5131	0	0	21628	22155	30263	0	0	28217	0	15890	54042	0	protein_74
150916	229206	176268	235593	725857	344455	251362	54443	412263	101438	255561	244418	403792	43091	247084	344717	661933	406413	215459	293389	765121	121510	128204	454770	295197	175307	160448	303638	328518	34315	242183	224881	478327	279973	156430	404483	173977	460384	195600	169463	435070	729905	68986	545642	372765	316084	592862	217266	613137	287132	651935	272222	115322	630070	330227	423379	541513	317961	689513	148457	61340	571156	385319	696731	protein_75
299629992	362829930	326570070	293939950	203519942	189910027	393550055	90211019	166640061	254089954	312970041	191029949	248260134	139520010	299960026	163030050	172470041	228099989	217970009	166579794	215649989	265339897	229760033	233760096	300209992	299319904	291340023	192159833	428279921	140910053	488700177	269349902	371340140	394059900	182919889	140510069	131909853	137069854	175719985	119289925	172430042	198830032	181909946	270429627	350540045	201180174	152859857	284890109	174089965	233359801	171849911	172630334	73428883	133869899	451600194	173880236	218339936	151550167	247910143	193719991	203079924	159220110	470069947	154430065	protein_76
326522	224063	309712	274124	829132	147071	347508	37608	528990	254720	679351	706328	495892	1601156	939970	155171	534273	102248	281954	327408	710939	539437	459328	124890	988210	949257	410971	287068	643585	503904	420413	651028	503963	1232640	922685	89234	529390	340060	570989	670790	563328	728195	1448559	397665	608629	457408	305933	410557	370281	977843	895332	232634	144164	138998	702745	315614	421702	169120	411157	985934	173476	414745	693516	47313	protein_77
786158	1144130	862635	505606	187242	856109	1058459	267705	668163	1073746	1093800	1082415	654559	1103538	1023810	987904	187920	794605	827057	889330	828720	1489050	929685	679681	1055774	680598	686031	80199	1052242	521180	1261528	553657	1283645	891022	1512869	1212305	349950	546726	893072	446632	368701	947897	1347912	692742	1271076	744804	119528	1107998	816510	858088	879006	947972	219897	1403603	1768259	630300	1009842	891570	629815	1029526	619059	560564	1550703	1802623	protein_78
3233567	4203817	2584641	4382484	878548	1855839	3346789	583767	1407593	3002421	4089180	2255318	3589004	2122901	3362364	1694565	1007924	1966482	2630131	2990708	1772318	2118306	2125685	1908135	4939700	4214093	2677442	731931	6418345	2044417	4585429	3848028	4788354	2503729	2791212	2648800	2180408	1366865	2680848	1851922	868712	2124364	2459831	1119583	2509941	1086153	925681	2857100	1871181	4095658	1689435	2672889	1258794	3160933	5210060	1440933	2039890	1686411	1413397	2861848	2399459	1468716	5498451	3656908	protein_79
304460	439674	338005	378089	390988	561759	342349	331346	617359	754267	1249275	661344	2613963	634611	1372548	537337	851977	476579	164058	734224	1544471	293632	86211	470932	1006574	1119877	367393	463472	370056	335230	447268	626736	3020077	1304649	594244	0	147821	1035715	599204	280500	333397	1079008	875938	222123	642113	282460	218781	439011	1000313	671852	239626	210585	150826	0	808281	979826	927542	498000	399616	126774	110646	1346271	480941	0	protein_80
1749174	986475	1120834	2062601	195992	764201	1848693	6053	300798	282308	1033973	2264600	2113295	430621	1008805	642637	173689	896705	502053	583012	404805	1084840	997861	897278	2790561	791752	1070767	26100	1096626	201002	1998916	810027	723063	763563	470799	432021	486541	155134	712404	391469	520719	356288	362642	720075	851900	536491	828610	1088613	155136	875201	329234	592215	345564	552227	3040481	129797	369154	237966	725845	495024	265228	154818	1258998	545092	protein_81
846819	1313264	424037	887816	12016	0	1531273	97521	44545	567748	98580	431938	520127	5525	90116	0	11610	0	1069706	308989	73643	322990	312351	0	883651	64142	404092	1478	1173860	241922	1661546	63444	1282752	178140	11365	0	437736	105190	252893	505559	29224	51542	5704	55038	203909	16962	187062	382352	111171	56014	47971	377105	414183	0	1350154	150716	38423	202435	33951	13094	524406	84186	1838003	0	protein_82
464533	454789	217430	458092	560894	41832	934857	0	0	49985	0	457229	878178	0	0	43508	180324	67673	152049	103319	0	174050	118767	59620	825692	392409	98398	0	485752	56432	851589	491162	1444075	206153	0	111130	75890	278971	197182	276148	109569	0	0	24867	42778	39937	147763	194869	297437	824704	0	156910	54017	278908	1219307	320241	0	60309	61120	0	181438	286521	1083824	221047	protein_83
3398578	1563982	1704139	2399017	797226	1378970	2757464	1091120	1483970	2224020	1331755	1593334	2056309	1470803	1127186	1141799	786582	1250359	945211	1507363	1485073	1478038	1563592	1315444	4300934	1658753	1424161	824596	3120436	1483109	3329225	1704019	1947289	2076276	2017326	1234049	1985043	1790451	2108704	2744663	574367	2176590	1628444	588581	2039820	830159	738149	1351689	1719973	2064543	1529357	1664043	1086266	2009659	4706479	1499688	1713745	1617593	752157	2138913	1355780	1854136	3056770	1827265	protein_84
1326738	1218086	307024	602700	1310542	1369011	1073230	1129553	280287	2901268	354615	1034587	991918	2112059	1179920	3209666	1161309	1765893	749754	0	448522	263331	260588	1055477	2803411	90489	287933	566940	1093493	2439578	1346761	122765	693397	791901	886558	299783	5958537	856591	0	2095532	1459434	411439	854558	1340614	803409	1176037	500435	289358	1089693	86693	350375	0	861962	575526	2549761	391865	603553	377263	2886462	765422	1598016	616178	809190	628107	protein_85
2038449	5103823	5132230	7433386	2387886	1043197	2769721	577816	367318	3728450	1363278	1142892	5078891	626982	1571951	802284	2213450	1475019	4007137	1035945	579325	4173495	3945464	1100199	4818598	581787	5224962	1662206	8783660	2281388	3566524	543500	5259509	1217358	4544609	1968101	6504442	1258994	1049462	6579557	112787	353616	1123866	983828	1046954	134096	219488	4787875	1290948	455343	338215	1096203	3343806	2902999	3752039	1605302	490153	7945294	154103	3055885	3136213	1209936	8881776	2599012	protein_86
3013905	4010675	2426246	3773397	1258290	2464507	3761364	1741391	1334858	1758030	3441873	3479592	3824652	2431266	3710713	2470247	1179327	2977166	2063541	2530157	1696022	2562500	2137083	2821156	4486372	6664021	2814149	1077580	3892137	1125950	5367068	6271599	3626771	3800314	3137888	1494344	2474781	1471561	3101565	2238479	1989218	1729360	3301612	2635216	3009619	2123055	1294780	2829252	1542825	5898660	1472301	1988108	1340077	2335803	6159201	1351870	1807652	2101400	2411962	2901813	1544409	1285780	5391424	2007762	protein_87
2274273	3633226	2760369	2400102	6204156	4576243	3223440	1660091	4570998	7334508	4326603	1900920	5907157	3165243	5555077	2458851	7424292	5281130	5440352	1227311	6309213	4377765	3437984	5998312	2617202	4209752	3955272	4041617	3614237	4576581	4386756	4774400	9373021	8266164	5540347	881646	4279852	3482724	1330213	3147699	3116182	5881309	4247626	4710595	8184339	5009395	5342447	3413993	3199008	4511722	6792257	1349345	2324547	1099130	6243982	3117458	5034765	1241674	5433766	4434065	3647742	2369641	4818970	802910	protein_88
113439	94585	64184908	215597	56119	103434	149955	7772	216977	37216	331930	61982	183221	482100	170830	54864	195924	46993	87237	129016	252064	64773985	36067862	86040	1854782	201383	38396040	34431	121069	134213	88046	250331	56892	1232974	270130	0	247742	0	352366	130073	0	138185	1014502	0	177409	0	57382	25421948	0	160772	164643	114246	27408	0	875144	0	137652	13313	0	158353	25200	0	36444	0	protein_89
1216967	1026152	724752	1397632	0	871069	1319611	1186205	958034	730810	317626	1152097	1992487	913557	343537	749085	0	826855	998835	446286	1425087	1157488	1005241	976828	1799219	47819	1074325	217071	1393488	636155	1748881	44752	1310936	431569	1609031	302271	1118455	887875	813460	802715	461852	1198165	1036370	805155	503850	694519	272284	980220	952746	42098	1214081	558800	293007	581914	2264663	870751	1213680	597976	906682	1140792	517573	816725	1259896	373873	protein_90
2715394	1928526	1106552	1877916	2434366	1274604	2883694	1496063	1274440	1980297	730076	4156170	2150598	1726977	944950	866411	2767090	1145202	1595831	1605645	1229972	1139997	924128	2098994	3349717	1656742	821955	857248	2669662	1736710	3175706	1726523	2499587	1693102	1938210	794444	2920253	973075	1340155	2101984	324560	1311138	2625408	782089	1122522	521817	1231641	1543452	960016	2975443	912784	1017858	1110997	960418	5484519	1082742	1304168	1122703	546377	2455174	1839521	1680161	3131379	800305	protein_91
4095609	4041806	3245889	5821953	2941316	3035584	4415263	1755548	2063202	4268045	3049607	5470496	5497077	3620132	3388334	2590567	3143532	2605115	2347975	2925585	2502310	2756466	2356712	2645186	6850236	3764518	2747053	1736226	4922264	3411223	4646713	3482952	2981572	4545114	3308407	1494904	2916634	2181627	3646481	2420517	2746857	2407205	3865299	2880973	3515568	3453404	2932226	2964401	2699246	3690621	2247820	2818584	1113886	1756081	6080480	1833803	2514422	2950051	3506669	2881280	2796051	2486507	4347444	1472473	protein_92
281676	76714	96275	477726	609563	130635	386903	46707	49910	69614	301665	502597	549619	123053	289174	94277	650430	75030	58056	121431	103025	146366	91600	88909	509245	120545	100138	26905	152419	51242	466813	131540	122453	85456	195396	32124	94884	70326	183787	66284	212380	94100	236212	203299	164477	245174	14472	87781	89373	183415	59757	120461	24351	36310	426381	46527	75080	210983	235129	195846	34182	88348	126421	34610	protein_93
3405591	1452291	558793	3857900	1879398	983263	4203935	1781276	7066436	4296197	1058196	6985256	15411009	3211306	1447627	1006394	1986992	1051599	1254248	3332523	15744923	773871	529852	931456	8223121	3994706	637201	708598	1773821	1991485	4808516	3411304	6306706	3501133	4399805	11440	2799264	2801741	3145666	2754394	1227348	9956155	2960798	1768116	2770866	1913442	1221411	818839	2936202	2757797	10552147	2699213	1200984	13862	7517140	2477884	8556933	490338	1966022	3236774	2090261	3013235	1766857	17208	protein_94
3634596	1702541	815025	1111032	2172265	2980088	2978541	3178428	4335857	5200024	4471814	1036316	1200520	2183602	3592473	1580213	2607668	2269861	1399735	1575555	3912013	731817	775417	2042172	2368732	3155240	737680	3467473	2941469	2597789	4444652	2904191	1638013	4492572	1936590	1241216	3375826	1741098	1420056	2246040	523585	4591980	1971714	554549	3325106	680792	2479536	825863	1482181	3109253	4769746	1348769	944682	1443550	6054760	1416520	6022788	3359885	666364	1998380	3144804	1570748	2347024	1302005	protein_95
1395479	2582351	277654	867896	440094	313721	2141949	458256	500617	998802	692081	789944	765943	550069	622329	287349	460259	433313	1720555	564485	655500	303146	379741	482631	1055856	474730	342644	845564	2138833	460343	2986421	581524	2518911	746765	1116520	301369	685568	960298	361758	874830	215693	839360	602714	415868	1051271	237165	407305	378881	1057492	389704	679003	507171	681586	448821	2313297	1527137	490999	184643	340506	1116939	858450	755676	2985193	469186	protein_96
75603	404548	0	573375	0	32683	265891	78139	38426	0	274435	317369	442373	13538	212267	22352	0	19930	242588	15161	40222	0	0	21240	538221	180424	0	114007	397636	0	342293	193401	441025	330044	22713	108179	0	228368	13996	0	0	44245	13905	0	395141	0	0	0	229620	154728	46710	12738	0	143230	186441	323016	36955	118643	0	24882	0	204051	561552	161163	protein_97
